Username,Text,Hashtags,Followers,Friends
KChrristensen," Joe Biden cannot LEAD our Country, because he does not BELIEVE in our Country. At Biden’s convention, they decried Ame…",,43,559
Peppergirl226,RT @realDonaldTrump: I did more in 47 months as President than Sleepy Joe Biden did in 47 years! #MAGA https://t.co/EzcAswmrYE,['MAGA'],88,209
pilarmel13," Let's retweet this, and spread it all over Twitter!  Let's make this the most watched video today!

If enough people see…",,2971,805
lisajdubreuil," After you're done writing letters, please give to the Florida Democratic Party! Remember, Obama won Florida twice. Biden…",,2023,1868
ThomperJack,"@RexChapman laugh if you must, but Biden’s supporters are not excited like this.  that’s scary come election day.  hope I’m wrong",,4,101
ForceJim,"RT @MarkSimoneNY: Joe Biden: “No one making under $400,000, which is more money than I've ever made, is going to have to pay more taxes.""…",,551,819
josephcarolan3,"just another add on like in god we trust, no substance in those words any more. you spat on that !",,38,31
handymanjw,RT @TVNewsHQ: Fox’s @dbongino on Biden and Harris playing politics with Covid vaccine: “This is insanity. I used to joke that if Trump foun…,,52,69
aimministries38," Donald Trump has decimated the American way of life and has killed 200,000 Americans through his incompetence.",,995,1033
JohnYeong3, You’re stuffed in a basement pontificating about working harder than a guy who never stops. Withdraw while you have a s…,,62,200
BarbaraTexasFem, Please listen to this Trump supporter in Michigan yelling the n-word and so much more racist stupidity at someone for their…,,1625,2540
girlforce45," .@realDonaldTrump Kamala Kamala @KamalaHarris

@JoeBiden has now formed an unholy alliance w/ the most extreme &amp; dangerous eleme…",,47051,33721
ElaineDeyoe," I will never forget this day in my whole life.
I know exactly what I did that day and how unreal it seemed.

However,…",,6154,6326
MaryCar06954945," Books, whistleblower, Durham staff resignation — all timed less than two months before the election.  Meanwhile, Biden i…",,7515,7477
an_socialist,"@BobCherwinski @ProudSocialist You're telling me Ryan, who does not live in a swing state, on Twitter, can single-h… https://t.co/pMsqwbdbY7",,701,1264
Algi49379342, The only thing worse than Covid 19 is Biden 20.,,3848,4204
ingles_undrgrnd,"So I dropped out of Biden Harris 2020. 

And now there is a War on the streets. 
Of Los Angeles.",,6,6
DJLOK, And this is the best that the Democrats had to offer the people of the US and the world??,,4785,3273
Amsteis,"RT @politvidchannel: Lev Parnas: ""President Trump was always scared of Biden.""",,270,325
_nivin_16,@nikkinacks Joe Biden: ok rat look rat,,6,25
pmd0902,"@BoycottUtah @realDonaldTrump It is Sunday, September 13, 2020. One citizen, I call for the removal from office by… https://t.co/bUxJOzvHes",,2994,3501
renie222," @realDonaldTrump I’m voting for Donald Trump because he supports our police. 

The democrats want to get rid of our polic…",,787,947
StayDotCalm4Me,RT @Potusisdanger: Lock him up!  https://t.co/sNLY0CvP19,,3785,4786
o_mariawalker7, 1. Is Biden running against himself?  He vote for NAFTA.  Now he opposes it.  He voted for the Iraq war.  Now he opposes…,,225,209
ObasekiAnthonia,"RT @thehill: Former NFL coach Mike Holmgren slams Trump pandemic response, throws support to Biden https://t.co/oKftysH8CK https://t.co/oIa…",,20,119
Annie08463253," Trump isnt anti-war, he just plays one in his speeches.",,408,402
K3ebly," I realize that those who work in venture have difficulty calling Peter Thiel out. He really, truly needs to be called o…",,304,1061
Staggerwing6, ...The far-left maniacs supporting Joe Biden are burning flags and chanting “America was never great.” But we know the…,,6,53
LorettaKyle6," I am running for re-election to bring prosperity to Nevada, to put violent criminals behind bars, and to ensure the fu…",,1309,1343
Tom_AF4HL, Child sex trafficking is the legitimate pandemic in this country &amp; around the world. A deadly &amp; evil virus of an unthinkable…,,1949,2561
micasth87,"RT @MajorPatriot: Trump has literally done hundreds of rallies.

Biden's VCR still flashes 12:00.",,3943,3343
mikemshl," This fits @JoeBiden perfectly, because he'll sell out our Country, if the price is right!! #CreepyJoeBiden #Savage https…","['CreepyJoeBiden', 'Savage']",3370,4905
AngelaBritzman," California is burning to the ground, people are becoming homeless, and the wildfires are spreading.

Where’s Donald Trump?…",,561,2476
ChristianviewB," This isn't a parody, it's the @NYTimes running interference for Biden. In their alternate universe, the radical Left ri…",,267,1853
EDreamsagain," This is #KochNetwork propaganda &amp; disinfo that will go undetected by Twitter, Facebook, YouTube, etc. 
Michael, #Right…",['KochNetwork'],3771,3871
LordMudkip73,@ThatsForQuakers @JoeBiden He can set the example and ask his millions of followers to wear masks. The US is the on… https://t.co/arsl7X62Du,,35,116
ZXRlA,donald trump keeps sending me emails like i get he’s a zarianator but i don’t support him. @realDonaldTrump please… https://t.co/7brPdUBnCk,,568,370
DCharltn," I live in the suburbs and i’ll be safer Under Biden’s presidency. Pass it on.
#BidenCalm",['BidenCalm'],246,258
MAGALION9,RT @helper2: Looks Like Biden May Have Gotten Busted With the Teleprompter During an Interview https://t.co/YKcBDYhg3Q,,191,363
Inver66, The man who claimed he lied to the public because he didn’t want to panic them is now trying to panic them over made up…,,93,529
DennisKoch10,"What If #Trump Wins?

Next steps if the worst comes to pass

#USA 

by @LitPariah 

https://t.co/Dj6IPqHxsv","['Trump', 'USA']",7783,8033
Jim_M58,"@RexChapman I don't understand this type of behavior no matter who the person is, let alone Donald Trump.",,317,424
CheyenneMelody1, Our President is a mass murderer.  He should only be spoken about in those terms.  Even today he will allow his crowds to b…,,4431,4287
MAGAsupportteam,"@realDonaldTrump THE FAMOUS T-Shirt For PRESIDENT DONALD TRUMP SUPPORTER. 
🍒 Get Yours Here 👉… https://t.co/lxfvNNvToa",,8848,9731
nothing_dave," Putting your supporters in harms way at each and every event.  Thank you, @JoeBiden , for putting our safety first. htt…",,2412,4997
ScottKnight61,@LASDHQ Biden Harris supporters approve this message.,,1025,1371
LeAnnaRitter84,RT @journalsentinel: Ex-Packers coach Mike Holmgren throws support behind Biden as Green Bay faces pandemic Packers season https://t.co/p3f…,,1695,5000
KChrristensen, ...The far-left maniacs supporting Joe Biden are burning flags and chanting “America was never great.” But we know the…,,43,559
RachelCordes," $110,000 for “magnetic pouches used to store mobile phones during fund-raisers so that donors could not secretly recor…",,6059,6250
sweetttpea143, The left is upset because Roger Stone is giving the president candid advice about the perfectly legal steps he must ta…,,1694,2533
PatrickSegura," If Biden wins, China wins.",,100,145
howardboelk,@86spin We can officially call him back peddling Biden now! He has literally flip flopped on every one of his posit… https://t.co/MS1gn35C5K,,4168,4256
Sole_Man96," I cannot stress enough that we don't want him to be cool, we want him to help us.

We don't want another round of Pokemon…",,153,639
HarlinSmith1, Thank You Samantha. A Star Is Born!!!,,52,33
BeeWindWalter," In Wisconsin, voters say law &amp; order is just as important as solving the coronavirus pandemic -- but this hasn't accrued t…",,6,61
ronson06954866,"@dbongino did you ever witness this, could the secret service be as corrupt as all the 3 letter agencies?",,1380,2460
kathryn_mannion,"@colonelhogans @JoeBiden @vanbadham I sure hope so Rick! 👏👏👏👏 Good News, just hope no one gets complacent. 🤞🤞🤞",,100,927
CarstenOlop,"@SGTHarleyDaveK @realDonaldTrump A bad joke! F.U. POTUS, playing golf next 5 years 👍🏼 you are of no use for more.… https://t.co/kJ57fjxFK7",,5,50
German_Dictator,"https://t.co/jzt07fDg3T Diego Rubio scores 2 goals, Rapids beat Real Salt Lake 5-0 https://t.co/NANwxXH7Z4 Our Hash… https://t.co/fsydVi978y",,833,1
fitz52006, The Democrats and the @JoeBiden campaign for days now refuse to talk about what joe would do that Trump did not with CoVi…,,4198,3244
ShaneHerbertAU," If you are voting Biden to get rid of  Orange Monster, retweet and I will follow you 💙💙💙",,1895,5000
bravojames,"RT @TeamTrump: President @realDonaldTrump: The fact is, I did more in 47 months as president than Joe Biden did in 47 years https://t.co/1w…",,148,314
w8ed2bme," Please don't tone police me on this.

I said what I said the way I wanted to say it.

Donald Trump is the greatest threa…",,884,1392
German_Dictator,https://t.co/jzt07fDg3T Rockies blow “California tie-breaker” with 5-2 loss to Angels in extra innings… https://t.co/om5LKmhbRb,,833,1
Wombatmucholoco," I am running for re-election to bring prosperity to Nevada, to put violent criminals behind bars, and to ensure the fu…",,131,315
FlukerKarin," Trump’s lack of foresight has contributed to the devastating climate change, spreading a killer pandemic, sky rocketing na…",,4827,5166
psgcindy, I hope the press digs into this.  Did Biden really have the answer to this Q pre-loaded into his teleprompter?  This is w…,,2143,2524
soularo62," @adikam0net @WhiteHouse @USDA @TheDemocrats 🚨Fact Check🚨

Did the @BarackObama &amp; @JoeBiden administration deplete the…",,731,644
daniellep2594,"RT @JuddApatow: Read This: ""How Many Americans Died Because of Donald Trump’s Cruel Lies?"" https://t.co/T9WTfJeJj3",,152,497
patriottj1776," @realDonaldTrump I’m voting for Donald Trump because he supports our police. 

The democrats want to get rid of our polic…",,2126,2296
Panzuriel93," @realDonaldTrump @BarackObama With a record deficit($3 TRILLIOM) &amp; $26.8 trillion in debt, @DonaldTrump is spending mill…",,99,1382
German_Dictator,"https://t.co/jzt07fDg3T Big Ten presidents to discuss starting football, AP source says https://t.co/FIcQ1wY2kT Our… https://t.co/bmVCpdWdsI",,833,1
taylorrob67," Biden offers permanent rioting, Brownshirts, death squads, racism, unemployment, material support for state sponsors of terror…",,1544,3629
kstuck93,"RT @SteveGuest: @Cernovich That reflection... 

Joe Biden was using a teleprompter for an interview with James Corden. https://t.co/wqBrhqN…",,402,348
Willim03519331, Job-killing @JoeBiden spent 47 years BETRAYING American workers with trade deals like NAFTA that closed American facto…,,25,170
German_Dictator,https://t.co/jzt07fDg3T Rockies’ Wade Davis rejoins bullpen after coming off injured list https://t.co/yEKwM2izcM O… https://t.co/ZDPKcYRV0L,,833,1
escottosborne,"RT @auvi_lu: @rmayemsinger Biden/Harris 2020. Please for the love of country, vote Blue. https://t.co/wjAoMJq461",,77,540
CarlaMi88114774," I am running for re-election to bring prosperity to Nevada, to put violent criminals behind bars, and to ensure the fu…",,40,184
truth_czar, ...The far-left maniacs supporting Joe Biden are burning flags and chanting “America was never great.” But we know the…,,2795,5000
SunshineLK10," Biden says we need a President who tells the truth. 
But he disqualifies himself by his own record of lying

-His plagi…",,25422,18161
ehbraz, .@JoeBiden DOES NOT want to defund the police. Please retweet this to help beat back the @realDonaldTrump big lie.,,106,394
gshmyrko, And Joe Biden had 4 people sitting in circles at his last event.,,867,2191
Grammie0753, ...The far-left maniacs supporting Joe Biden are burning flags and chanting “America was never great.” But we know the…,,389,993
charliemassact,"RT @WalkerBragman: Young people: We need health care, out debt cancelled, and a livable planet.

Biden people: How about if we say Joe is a…",,1678,5010
franginter," Democrats like Juan Williams are now warning voters that if Joe Biden isn't CHEATED INTO OFFICE, all Conservatives will face…",,7008,7686
KatCeccotti," Again, do not say Biden can't win Florida. Obama won it twice, and the numbers suggest Biden can too. Most critical is to…",,7350,7977
davidbo50717234," Are you voting for @JoeBiden this Election? 
If Yes , please Retweet because I’d like to follow you.",,5,86
Redskin25682208,"RT @susieq2cute: But, but, but, Biden is ahead by 100 points! https://t.co/fs6RBXnLlF",,252,688
dawneryans, This week we learned Donald Trump has killed 53 times as many Americans than all the world's terrorists combined.  #TrumpIs…,,2202,1682
EightiesChild3,@realDonaldTrump Or he’s in Michigan https://t.co/4WHaxIPb24,,6,51
LynWilliamson,RT @pattonoswalt: One thing I can say with 100% certainty after watching this clip: Donald is using performance enhancing drugs. #projection,['projection'],123,1344
Cruecial," Are you voting for @JoeBiden this Election? 
If Yes , please Retweet because I’d like to follow you.",,310,834
jagilliard, Please RT if you are 100% sure you are voting Biden/Harris.,,868,1639
SureNot12,"@RealBobStark @patrici47462841 @ReggieRulz @realDonaldTrump Integrity is doing what you say you're going to do, and… https://t.co/Y3csu5zyl4",,12,187
Suber67846269," Never forget that Hillary Clinton, Barack Obama, and Joe Biden left 4 Americans to die in Benghazi 8 years ago today.",,301,203
Synergy_Blaize, In FL mailed ballots are counted BEFORE day-of ballots at the polls. So there will be a result. Trump can’t cry foul; afte…,,2572,3201
